year,county,cause,sex,age_code,N
107,3101,9,2,20,1
107,3101,9,2,21,2
107,3101,10,1,16,1
107,3101,10,1,17,5
107,3101,10,1,18,4
107,3101,10,1,19,3
107,3101,10,1,20,3
107,3101,10,1,21,2
107,3101,10,1,22,1
107,3101,10,1,23,3
107,3101,10,1,24,2
107,3101,10,1,25,1
107,3101,10,2,14,1
107,3101,10,2,17,1
107,3101,10,2,18,2
107,3101,10,2,20,1
107,3101,10,2,21,2
107,3101,10,2,23,3
107,3101,10,2,24,1
107,3101,10,2,25,1
107,3101,12,1,20,1
107,3101,12,1,21,2
107,3101,12,1,23,1
107,3101,12,2,20,1
107,3101,13,1,12,2
107,3101,13,1,14,2
107,3101,13,1,15,6
107,3101,13,1,16,7
107,3101,13,1,17,9
107,3101,13,1,18,19
107,3101,13,1,19,20
107,3101,13,1,20,20
107,3101,13,1,21,18
107,3101,13,1,22,18
107,3101,13,1,23,10
107,3101,13,1,24,7
107,3101,13,1,25,1
107,3101,13,2,14,1
107,3101,13,2,15,1
107,3101,13,2,16,2
107,3101,13,2,17,4
107,3101,13,2,18,12
107,3101,13,2,19,15
107,3101,13,2,20,9
107,3101,13,2,21,6
107,3101,13,2,22,10
107,3101,13,2,23,9
107,3101,13,2,24,3
107,3101,14,1,19,1
107,3101,14,2,19,1
107,3101,14,2,20,1
107,3101,15,1,20,1
107,3101,16,1,21,1
107,3101,17,1,17,1
107,3101,17,1,21,1
107,3101,17,1,24,2
107,3101,17,2,14,1
107,3101,17,2,16,1
107,3101,17,2,17,1
107,3101,17,2,19,1
107,3101,18,1,19,1
107,3101,18,1,25,1
107,3101,18,2,16,2
107,3101,18,2,19,1
107,3101,19,2,14,3
107,3101,19,2,15,3
107,3101,19,2,16,4
107,3101,19,2,17,16
107,3101,19,2,18,8
107,3101,19,2,19,8
107,3101,19,2,20,5
107,3101,19,2,21,3
107,3101,19,2,22,4
107,3101,19,2,23,2
107,3101,19,2,25,1
107,3101,20,2,13,1
107,3101,20,2,16,1
107,3101,20,2,17,2
107,3101,20,2,19,1
107,3101,20,2,21,1
107,3101,20,2,22,2
107,3101,20,2,23,1
107,3101,21,2,17,1
107,3101,21,2,18,2
107,3101,21,2,19,1
107,3101,21,2,20,1
107,3101,21,2,21,1
107,3101,22,2,13,1
107,3101,22,2,14,1
107,3101,22,2,15,1
107,3101,22,2,16,2
107,3101,22,2,17,2
107,3101,22,2,18,3
107,3101,22,2,19,5
107,3101,22,2,20,1
107,3101,23,1,19,2
107,3101,23,1,20,8
107,3101,23,1,21,3
107,3101,23,1,22,10
107,3101,23,1,23,2
107,3101,23,1,24,3
107,3101,23,1,25,2
107,3101,25,1,16,2
107,3101,25,1,17,1
107,3101,25,1,18,2
107,3101,25,1,19,2
107,3101,25,1,20,2
107,3101,25,1,21,1
107,3101,25,1,22,3
107,3101,25,1,23,2
107,3101,25,2,13,1
107,3101,25,2,19,1
107,3101,25,2,21,1
107,3101,25,2,22,2
107,3101,25,2,23,2
107,3101,26,1,18,2
107,3101,26,1,19,2
107,3101,26,1,20,2
107,3101,26,1,21,1
107,3101,26,1,22,2
107,3101,26,1,24,3
107,3101,26,2,19,1
107,3101,26,2,21,1
107,3101,26,2,26,1
107,3101,27,1,8,1
107,3101,27,1,11,1
107,3101,27,1,17,1
107,3101,27,1,18,2
107,3101,27,1,19,2
107,3101,27,1,20,1
107,3101,27,2,13,1
107,3101,27,2,14,1
107,3101,27,2,16,1
107,3101,27,2,18,2
107,3101,27,2,20,1
107,3101,27,2,21,2
107,3101,27,2,23,1
107,3101,28,1,19,1
107,3101,29,1,24,1
107,3101,29,2,20,1
107,3101,30,1,20,1
107,3101,31,1,12,1
107,3101,31,1,13,1
107,3101,31,1,17,1
107,3101,31,1,18,3
107,3101,31,1,19,2
107,3101,31,1,20,1
107,3101,31,1,21,1
107,3101,31,1,24,1
107,3101,31,2,17,1
107,3101,31,2,18,1
107,3101,31,2,19,1
107,3101,31,2,22,2
107,3101,32,1,11,1
107,3101,32,1,16,1
107,3101,32,1,17,1
107,3101,32,1,18,2
107,3101,32,1,19,1
107,3101,32,1,20,1
107,3101,32,1,21,3
107,3101,32,1,24,1
107,3101,32,2,12,1
107,3101,32,2,14,1
107,3101,32,2,15,1
107,3101,32,2,16,1
107,3101,32,2,17,1
107,3101,32,2,18,1
107,3101,32,2,19,3
107,3101,32,2,20,1
107,3101,32,2,21,2
107,3101,32,2,22,1
107,3101,33,1,16,2
107,3101,33,1,17,2
107,3101,33,1,18,2
107,3101,33,1,19,7
107,3101,33,1,20,6
107,3101,33,1,21,7
107,3101,33,1,22,1
107,3101,33,1,23,3
107,3101,33,1,24,2
107,3101,33,2,13,2
107,3101,33,2,15,1
107,3101,33,2,16,3
107,3101,33,2,17,1
107,3101,33,2,18,4
107,3101,33,2,19,5
107,3101,33,2,20,4
107,3101,33,2,21,3
107,3101,33,2,22,3
107,3101,33,2,23,1
107,3101,33,2,24,1
107,3102,1,1,12,1
107,3102,1,1,14,2
107,3102,1,1,15,3
107,3102,1,1,16,7
107,3102,1,1,17,7
107,3102,1,1,18,8
107,3102,1,1,19,8
107,3102,1,1,20,2
107,3102,1,1,21,2
107,3102,1,1,22,1
107,3102,1,2,17,2
107,3102,1,2,18,1
107,3102,1,2,20,2
107,3102,1,2,22,1
107,3102,2,2,19,1
107,3102,3,1,16,1
107,3102,3,1,17,1
107,3102,3,1,19,1
107,3102,3,1,22,1
107,3102,3,2,12,1
107,3102,3,2,18,1
107,3102,4,1,15,1
107,3102,4,1,16,6
107,3102,4,1,17,6
107,3102,4,1,18,2
107,3102,4,1,19,5
107,3102,4,1,20,1
107,3102,4,1,21,6
107,3102,4,1,22,1
107,3102,4,2,16,1
107,3102,4,2,18,1
107,3102,4,2,20,1
107,3102,4,2,22,1
107,3102,5,1,17,3
107,3102,5,1,18,3
107,3102,5,1,19,1
107,3102,5,1,20,2
107,3102,5,1,21,1
107,3102,5,1,22,4
107,3102,5,1,23,2
107,3102,5,2,12,1
107,3102,5,2,14,1
107,3102,5,2,16,1
107,3102,5,2,17,3
107,3102,5,2,18,1
107,3102,5,2,19,3
107,3102,5,2,20,1
107,3102,5,2,22,3
107,3102,5,2,23,3
107,3102,5,2,24,2
107,3102,6,1,19,1
107,3102,6,1,21,1
107,3102,7,1,9,1
107,3102,7,1,14,1
107,3102,7,1,15,3
107,3102,7,1,16,3
107,3102,7,1,17,5
107,3102,7,1,18,7
107,3102,7,1,19,4
107,3102,7,1,20,4
107,3102,7,1,21,5
107,3102,7,1,22,5
107,3102,7,1,23,3
107,3102,7,1,24,2
107,3102,7,2,11,1
107,3102,7,2,16,5
107,3102,7,2,17,3
107,3102,7,2,18,1
107,3102,7,2,19,3
107,3102,7,2,20,5
107,3102,7,2,21,3
107,3102,7,2,22,7
107,3102,7,2,23,2
107,3102,7,2,24,1
107,3102,8,1,12,1
107,3102,8,1,14,4
107,3102,8,1,15,5
107,3102,8,1,16,5
107,3102,8,1,17,9
107,3102,8,1,18,19
107,3102,8,1,19,16
107,3102,8,1,20,11
107,3102,8,1,21,10
107,3102,8,1,22,4
107,3102,8,1,23,2
107,3102,8,1,24,3
107,3102,8,2,15,2
107,3102,8,2,17,2
107,3102,8,2,18,3
107,3102,8,2,19,4
107,3102,8,2,20,6
107,3102,8,2,21,5
107,3102,8,2,22,7
107,3102,8,2,23,4
107,3102,9,1,18,1
107,3102,9,1,19,1
107,3102,9,1,20,1
107,3102,9,1,21,1
107,3102,9,2,19,1
107,3102,9,2,20,1
107,3102,10,1,16,1
107,3102,10,1,17,4
107,3102,10,1,18,3
107,3102,10,1,19,3
107,3102,10,1,20,3
107,3102,10,1,21,2
107,3102,10,1,22,1
107,3102,10,1,23,3
107,3102,10,2,17,2
107,3102,10,2,19,4
107,3102,10,2,20,2
107,3102,10,2,21,2
107,3102,10,2,22,1
107,3102,10,2,23,1
107,3102,10,2,24,1
107,3102,10,2,25,1
107,3102,11,2,17,1
107,3102,12,1,18,1
107,3102,12,1,19,1
107,3102,12,1,22,1
107,3102,13,1,14,1
107,3102,13,1,15,2
107,3102,13,1,16,9
107,3102,13,1,17,5
107,3102,13,1,18,13
107,3102,13,1,19,18
107,3102,13,1,20,17
107,3102,13,1,21,7
107,3102,13,1,22,8
107,3102,13,1,23,6
107,3102,13,1,24,2
107,3102,13,2,15,1
107,3102,13,2,16,3
107,3102,13,2,17,3
107,3102,13,2,18,7
107,3102,13,2,19,11
107,3102,13,2,20,5
107,3102,13,2,21,10
107,3102,13,2,22,7
107,3102,13,2,23,5
107,3102,13,2,24,6
107,3102,13,2,25,1
107,3102,13,2,26,1
107,3102,14,2,21,1
107,3102,15,1,19,1
107,3102,15,2,18,1
107,3102,16,1,14,1
107,3102,16,1,17,1
107,3102,18,1,10,1
107,3102,18,1,18,1
107,3102,18,2,7,1
107,3102,18,2,17,1
107,3102,18,2,19,1
107,3102,18,2,22,1
107,3102,19,2,13,1
107,3102,19,2,15,4
107,3102,19,2,16,8
107,3102,19,2,17,8
107,3102,19,2,18,7
107,3102,19,2,19,7
107,3102,19,2,20,1
107,3102,19,2,21,2
107,3102,19,2,22,2
107,3102,19,2,23,1
107,3102,19,2,24,1
107,3102,20,2,17,1
107,3102,20,2,18,1
107,3102,20,2,19,1
107,3102,20,2,23,1
107,3102,21,2,13,1
107,3102,21,2,16,2
107,3102,21,2,17,2
107,3102,21,2,18,4
107,3102,21,2,20,2
107,3102,22,2,13,1
107,3102,22,2,15,2
107,3102,22,2,17,2
107,3102,22,2,18,2
107,3102,22,2,24,2
107,3102,23,1,17,2
107,3102,23,1,20,2
107,3102,23,1,21,4
107,3102,23,1,22,7
107,3102,23,1,23,3
107,3102,23,1,24,1
107,3102,24,1,13,1
107,3102,25,1,14,1
107,3102,25,1,15,1
107,3102,25,1,16,2
107,3102,25,1,17,1
107,3102,25,1,18,1
107,3102,25,1,19,1
107,3102,25,1,20,1
107,3102,25,1,22,1
107,3102,25,2,17,1
107,3102,25,2,22,1
107,3102,25,2,23,1
107,3102,26,1,17,1
107,3102,26,1,22,2
107,3102,26,1,23,4
107,3102,26,1,24,1
107,3102,26,2,18,1
107,3102,26,2,23,2
107,3102,26,2,26,1
107,3102,27,1,14,1
107,3102,27,1,17,1
107,3102,27,1,18,1
107,3102,27,2,16,2
107,3102,27,2,19,1
107,3102,27,2,20,1
107,3102,29,1,22,1
107,3102,29,2,21,1
107,3102,31,1,16,1
107,3102,31,1,19,1
107,3102,31,1,20,1
107,3102,31,1,22,2
107,3102,31,1,23,1
107,3102,31,2,17,2
107,3102,31,2,18,2
107,3102,31,2,20,1
107,3102,31,2,22,3
107,3102,31,2,23,1
107,3102,32,1,15,1
107,3102,32,1,18,3
107,3102,32,1,19,1
107,3102,32,1,21,1
107,3102,32,1,23,1
107,3102,32,1,24,1
107,3102,32,1,25,1
107,3102,32,2,14,1
107,3102,32,2,15,1
107,3102,32,2,16,1
107,3102,32,2,19,1
107,3102,32,2,20,1
107,3102,32,2,22,1
107,3102,33,1,10,1
107,3102,33,1,15,1
107,3102,33,1,16,1
107,3102,33,1,17,2
107,3102,33,1,18,6
107,3102,33,1,19,5
107,3102,33,1,20,3
107,3102,33,1,21,2
107,3102,33,1,22,2
107,3102,33,2,16,2
107,3102,33,2,17,2
107,3102,33,2,18,3
107,3102,33,2,19,1
107,3102,33,2,20,2
107,3102,33,2,21,1
107,3102,33,2,22,3
107,3103,1,1,14,4
107,3103,1,1,15,1
107,3103,1,1,16,1
107,3103,1,1,17,2
107,3103,1,1,18,3
107,3103,1,1,19,1
107,3103,1,1,22,1
107,3103,1,2,17,1
107,3103,1,2,18,1
107,3103,2,2,20,1
107,3103,3,1,18,1
107,3103,3,2,18,1
107,3103,4,1,16,2
107,3103,4,1,17,2
107,3103,4,1,18,1
107,3103,4,1,19,2
107,3103,4,1,20,1
107,3103,4,2,24,1
107,3103,5,1,17,3
107,3103,5,1,18,2
107,3103,5,1,19,2
107,3103,5,1,20,1
107,3103,5,1,21,5
107,3103,5,1,22,1
107,3103,5,1,23,3
107,3103,5,1,25,1
107,3103,5,2,14,2
107,3103,5,2,16,1
107,3103,5,2,19,1
107,3103,5,2,20,1
107,3103,5,2,21,1
107,3103,7,1,16,1
107,3103,7,1,17,2
107,3103,7,1,18,2
107,3103,7,1,19,2
107,3103,7,1,21,5
107,3103,7,1,22,8
107,3103,7,1,23,3
107,3103,7,1,24,1
107,3103,7,1,25,1
107,3103,7,2,14,1
107,3103,7,2,16,1
107,3103,7,2,17,5
107,3103,7,2,18,1
107,3103,7,2,19,6
107,3103,7,2,20,1
107,3103,7,2,21,4
107,3103,7,2,22,1
107,3103,7,2,24,2
107,3103,7,2,25,2
107,3103,8,1,14,1
107,3103,8,1,17,4
107,3103,8,1,18,10
107,3103,8,1,19,3
107,3103,8,1,20,8
107,3103,8,1,21,8
107,3103,8,1,22,2
107,3103,8,1,23,3
107,3103,8,1,24,3
107,3103,8,2,17,1
107,3103,8,2,19,3
107,3103,8,2,20,1
107,3103,8,2,21,2
107,3103,8,2,22,1
107,3103,8,2,23,8
107,3103,8,2,25,1
107,3103,9,1,16,1
107,3103,9,1,21,2
107,3103,9,1,23,1
107,3103,9,1,24,1
107,3103,9,2,22,1
107,3103,10,1,17,1
107,3103,10,1,18,3
107,3103,10,1,19,1
107,3103,10,1,22,3
107,3103,10,1,23,1
107,3103,10,2,16,1
107,3103,10,2,17,1
107,3103,10,2,18,2
107,3103,10,2,19,3
107,3103,10,2,20,1
107,3103,10,2,23,3
107,3103,10,2,26,1
107,3103,11,1,15,1
107,3103,12,1,23,1
107,3103,12,1,24,1
107,3103,13,1,13,1
107,3103,13,1,14,1
107,3103,13,1,16,1
107,3103,13,1,17,4
107,3103,13,1,18,3
107,3103,13,1,19,4
107,3103,13,1,20,11
107,3103,13,1,21,4
107,3103,13,1,22,5
107,3103,13,1,23,1
107,3103,13,1,24,3
107,3103,13,1,25,1
107,3103,13,2,13,1
107,3103,13,2,15,2
107,3103,13,2,17,2
107,3103,13,2,18,3
107,3103,13,2,19,8
107,3103,13,2,20,2
107,3103,13,2,21,4
107,3103,13,2,22,2
107,3103,13,2,23,1
107,3103,13,2,25,1
107,3103,14,2,18,1
107,3103,16,1,17,1
107,3103,17,2,22,1
107,3103,18,1,16,1
107,3103,18,1,20,1
107,3103,18,1,22,1
107,3103,18,1,23,1
107,3103,18,1,25,1
107,3103,18,2,18,1
107,3103,18,2,21,2
107,3103,18,2,23,1
107,3103,18,2,24,1
107,3103,19,2,13,1
107,3103,19,2,14,1
107,3103,19,2,15,1
107,3103,19,2,16,5
107,3103,19,2,17,2
107,3103,19,2,18,2
107,3103,19,2,19,2
107,3103,19,2,20,2
107,3103,19,2,22,3
107,3103,19,2,24,2
107,3103,19,2,25,1
107,3103,20,2,11,1
107,3103,20,2,17,1
107,3103,20,2,19,1
107,3103,20,2,21,2
107,3103,20,2,22,1
107,3103,21,2,16,2
107,3103,21,2,17,2
107,3103,21,2,20,1
107,3103,22,2,13,1
107,3103,22,2,15,1
107,3103,22,2,16,1
107,3103,22,2,17,1
107,3103,22,2,18,1
107,3103,22,2,19,3
107,3103,22,2,22,2
107,3103,22,2,24,1
107,3103,23,1,17,2
107,3103,23,1,19,1
107,3103,23,1,21,1
107,3103,23,1,22,4
107,3103,23,1,23,4
107,3103,23,1,24,1
107,3103,23,1,25,1
107,3103,24,1,19,1
107,3103,25,1,23,1
107,3103,25,2,19,1
107,3103,25,2,22,1
107,3103,26,1,20,1
107,3103,26,1,21,3
107,3103,26,1,22,2
107,3103,26,1,23,1
107,3103,26,1,24,1
107,3103,26,1,25,1
107,3103,26,2,24,1
107,3103,27,1,13,1
107,3103,27,2,15,1
107,3103,27,2,19,1
107,3103,29,2,22,1
107,3103,30,1,19,1
107,3103,31,1,15,1
107,3103,31,1,17,1
107,3103,31,1,18,1
107,3103,31,1,19,1
107,3103,31,1,24,1
107,3103,31,2,17,1
107,3103,31,2,18,1
107,3103,31,2,21,2
107,3103,31,2,22,2
107,3103,31,2,24,2
107,3103,31,2,25,1
107,3103,32,1,15,1
107,3103,32,1,17,1
107,3103,32,1,19,1
107,3103,32,1,20,2
107,3103,32,1,22,1
107,3103,32,2,14,1
107,3103,32,2,17,1
107,3103,32,2,20,1
107,3103,32,2,22,1
107,3103,32,2,23,1
107,3103,32,2,25,1
107,3103,33,1,17,1
107,3103,33,1,21,3
107,3103,33,1,22,1
107,3103,33,2,18,1
107,3103,33,2,19,1
107,3103,33,2,20,1
107,3103,33,2,21,1
107,3103,33,2,22,1
107,3103,33,2,23,2
107,3103,33,2,24,2
107,3104,1,1,12,1
107,3104,1,1,13,2
107,3104,1,1,14,2
107,3104,1,1,15,4
107,3104,1,1,16,3
107,3104,1,1,17,6
107,3104,1,1,18,10
107,3104,1,1,19,4
107,3104,1,1,20,4
107,3104,1,1,22,1
107,3104,1,2,17,1
107,3104,1,2,18,2
107,3104,1,2,19,1
107,3104,1,2,22,1
107,3104,1,2,24,1
107,3104,2,1,19,1
107,3104,2,2,16,1
107,3104,3,1,13,1
107,3104,3,1,16,2
107,3104,3,1,19,1
107,3104,3,1,20,1
107,3104,3,2,13,1
107,3104,4,1,14,1
107,3104,4,1,15,3
107,3104,4,1,16,3
107,3104,4,1,17,4
107,3104,4,1,19,6
107,3104,4,1,22,2
107,3104,5,1,14,1
107,3104,5,1,18,3
107,3104,5,1,19,1
107,3104,5,1,20,3
107,3104,5,1,21,2
107,3104,5,1,22,2
107,3104,5,1,23,4
107,3104,5,1,24,5
107,3104,5,2,14,1
107,3104,5,2,17,1
107,3104,5,2,18,2
107,3104,5,2,19,2
107,3104,5,2,23,4
107,3104,5,2,24,1
107,3104,6,1,22,1
107,3104,6,2,20,1
107,3104,7,1,12,1
107,3104,7,1,16,1
107,3104,7,1,17,2
107,3104,7,1,18,4
107,3104,7,1,19,7
107,3104,7,1,20,6
107,3104,7,1,21,9
107,3104,7,1,22,6
107,3104,7,1,23,5
107,3104,7,1,24,1
107,3104,7,1,25,2
107,3104,7,2,14,2
107,3104,7,2,15,3
107,3104,7,2,16,3
107,3104,7,2,17,1
107,3104,7,2,18,5
107,3104,7,2,19,4
107,3104,7,2,20,3
107,3104,7,2,21,8
107,3104,7,2,22,5
107,3104,7,2,23,4
107,3104,7,2,24,1
107,3104,8,1,13,2
107,3104,8,1,14,1
107,3104,8,1,15,3
107,3104,8,1,16,10
107,3104,8,1,17,12
107,3104,8,1,18,12
107,3104,8,1,19,19
107,3104,8,1,20,8
107,3104,8,1,21,7
107,3104,8,1,22,3
107,3104,8,1,23,1
107,3104,8,1,24,2
107,3104,8,2,16,1
107,3104,8,2,17,2
107,3104,8,2,18,4
107,3104,8,2,19,4
107,3104,8,2,20,1
107,3104,8,2,21,5
107,3104,8,2,22,5
107,3104,8,2,23,4
107,3104,8,2,24,3
107,3104,9,1,18,1
107,3104,9,1,19,1
107,3104,9,1,23,1
107,3104,9,2,18,1
107,3104,9,2,21,1
107,3104,10,1,16,2
107,3104,10,1,17,4
107,3104,10,1,18,4
107,3104,10,1,19,3
107,3104,10,1,20,2
107,3104,10,1,21,1
107,3104,10,1,22,1
107,3104,10,1,23,2
107,3104,10,1,25,1
107,3104,10,2,13,1
107,3104,10,2,15,2
107,3104,10,2,17,1
107,3104,10,2,18,2
107,3104,10,2,19,4
107,3104,10,2,20,3
107,3104,10,2,21,2
107,3104,10,2,22,6
107,3104,10,2,23,2
107,3104,11,1,17,1
107,3104,12,2,22,1
107,3104,13,1,14,4
107,3104,13,1,15,3
107,3104,13,1,16,3
107,3104,13,1,17,6
107,3104,13,1,18,18
107,3104,13,1,19,14
107,3104,13,1,20,13
107,3104,13,1,21,12
107,3104,13,1,22,7
107,3104,13,1,23,7
107,3104,13,1,24,3
107,3104,13,1,26,1
107,3104,13,2,15,1
107,3104,13,2,16,3
107,3104,13,2,17,5
107,3104,13,2,18,9
107,3104,13,2,19,7
107,3104,13,2,20,9
107,3104,13,2,21,7
107,3104,13,2,22,2
107,3104,13,2,23,2
107,3104,13,2,24,3
107,3104,13,2,26,1
107,3104,14,2,19,1
107,3104,16,1,20,1
107,3104,16,2,22,1
107,3104,17,1,15,1
107,3104,17,1,22,1
107,3104,17,1,23,1
107,3104,17,1,24,1
107,3104,18,1,11,1
107,3104,18,1,13,1
107,3104,18,1,17,1
107,3104,18,2,17,2
107,3104,18,2,19,1
107,3104,18,2,22,1
107,3104,18,2,23,1
107,3104,19,2,13,1
107,3104,19,2,14,2
107,3104,19,2,15,4
107,3104,19,2,16,6
107,3104,19,2,17,6
107,3104,19,2,18,5
107,3104,19,2,19,9
107,3104,19,2,20,4
107,3104,19,2,21,5
107,3104,19,2,22,3
107,3104,19,2,26,1
107,3104,20,2,12,1
107,3104,20,2,13,1
107,3104,20,2,15,2
107,3104,20,2,16,1
107,3104,20,2,17,2
107,3104,20,2,18,3
107,3104,20,2,22,3
107,3104,20,2,24,1
107,3104,21,2,15,1
107,3104,21,2,17,1
107,3104,21,2,18,1
107,3104,21,2,19,4
107,3104,21,2,20,1
107,3104,21,2,21,1
107,3104,22,2,13,1
107,3104,22,2,14,1
107,3104,22,2,15,2
107,3104,22,2,16,1
107,3104,22,2,18,3
107,3104,22,2,19,1
107,3104,22,2,20,1
107,3104,22,2,22,1
107,3104,23,1,18,4
107,3104,23,1,21,2
107,3104,23,1,22,4
107,3104,23,1,23,7
107,3104,23,1,24,7
107,3104,24,1,19,1
107,3104,25,1,17,1
107,3104,25,1,18,2
107,3104,25,1,21,2
107,3104,25,1,22,1
107,3104,25,1,23,1
107,3104,25,2,20,2
107,3104,26,1,18,2
107,3104,26,1,19,1
107,3104,26,1,20,1
107,3104,26,1,21,2
107,3104,26,1,22,5
107,3104,26,1,23,3
107,3104,26,1,24,1
107,3104,26,2,19,2
107,3104,26,2,20,2
107,3104,26,2,21,2
107,3104,26,2,22,1
107,3104,26,2,23,1
107,3104,27,1,16,1
107,3104,27,1,18,2
107,3104,27,1,19,1
107,3104,27,1,21,2
107,3104,27,2,13,2
107,3104,27,2,15,1
107,3104,27,2,17,1
107,3104,27,2,18,1
107,3104,27,2,19,1
107,3104,27,2,20,1
107,3104,27,2,21,1
107,3104,29,2,23,1
107,3104,31,1,14,1
107,3104,31,1,15,1
107,3104,31,1,17,2
107,3104,31,1,20,1
107,3104,31,1,21,1
107,3104,31,1,22,1
107,3104,31,1,24,1
107,3104,31,2,15,1
107,3104,31,2,17,1
107,3104,31,2,18,1
107,3104,31,2,19,3
107,3104,31,2,20,3
107,3104,31,2,22,1
107,3104,31,2,23,1
107,3104,32,1,14,2
107,3104,32,1,18,5
107,3104,32,1,19,4
107,3104,32,1,21,2
107,3104,32,1,23,2
107,3104,32,2,9,1
107,3104,32,2,13,1
107,3104,32,2,18,1
107,3104,32,2,19,4
107,3104,32,2,20,3
107,3104,32,2,22,1
107,3104,32,2,23,1
107,3104,33,1,13,1
107,3104,33,1,14,1
107,3104,33,1,15,1
107,3104,33,1,17,1
107,3104,33,1,18,5
107,3104,33,1,19,4
107,3104,33,1,20,5
107,3104,33,1,21,4
107,3104,33,1,22,1
107,3104,33,1,23,3
107,3104,33,2,14,1
107,3104,33,2,16,1
107,3104,33,2,17,3
107,3104,33,2,18,2
107,3104,33,2,19,2
107,3104,33,2,20,1
107,3104,33,2,21,2
107,3104,33,2,22,1
107,3104,33,2,23,2
107,3105,1,1,14,1
107,3105,1,1,15,1
107,3105,1,1,16,6
107,3105,1,1,17,5
107,3105,1,1,18,6
107,3105,1,1,19,3
107,3105,1,1,20,3
107,3105,1,1,21,1
107,3105,1,1,23,2
107,3105,1,2,17,1
107,3105,1,2,21,1
107,3105,3,1,15,1
107,3105,3,1,16,2
107,3105,3,1,17,3
107,3105,3,1,19,1
107,3105,3,2,19,1
107,3105,3,2,20,1
107,3105,4,1,15,1
107,3105,4,1,16,2
107,3105,4,1,17,3
107,3105,4,1,18,2
107,3105,4,1,19,3
107,3105,4,1,21,2
107,3105,5,1,16,1
107,3105,5,1,17,2
107,3105,5,1,18,5
107,3105,5,1,19,4
107,3105,5,1,20,2
107,3105,5,1,21,4
107,3105,5,1,22,2
107,3105,5,1,23,1
107,3105,5,1,24,1
107,3105,5,2,17,2
107,3105,5,2,18,2
107,3105,5,2,20,1
107,3105,5,2,21,1
107,3105,5,2,22,5
107,3105,5,2,23,1
107,3105,6,1,18,1
107,3105,6,1,19,1
107,3105,7,1,16,2
107,3105,7,1,17,3
107,3105,7,1,18,8
107,3105,7,1,19,6
107,3105,7,1,20,7
107,3105,7,1,21,6
107,3105,7,1,22,6
107,3105,7,1,23,5
107,3105,7,1,24,2
107,3105,7,1,25,1
107,3105,7,1,26,1
107,3105,7,2,12,1
107,3105,7,2,13,1
107,3105,7,2,14,1
107,3105,7,2,15,2
107,3105,7,2,16,2
107,3105,7,2,17,2
107,3105,7,2,18,3
107,3105,7,2,19,4
107,3105,7,2,20,4
107,3105,7,2,21,3
107,3105,7,2,22,2
107,3105,7,2,23,3
107,3105,7,2,24,3
107,3105,7,2,25,1
107,3105,8,1,16,1
107,3105,8,1,17,8
107,3105,8,1,18,7
107,3105,8,1,19,7
107,3105,8,1,20,6
107,3105,8,1,21,4
107,3105,8,1,22,7
107,3105,8,1,23,3
107,3105,8,1,24,3
107,3105,8,1,25,1
107,3105,8,2,15,1
107,3105,8,2,17,1
107,3105,8,2,19,4
107,3105,8,2,20,1
107,3105,8,2,21,1
107,3105,8,2,22,4
107,3105,8,2,23,2
107,3105,8,2,24,2
107,3105,9,2,18,2
107,3105,9,2,22,1
107,3105,10,1,16,1
107,3105,10,1,17,6
107,3105,10,1,18,2
107,3105,10,1,19,3
107,3105,10,1,20,2
107,3105,10,1,21,1
107,3105,10,1,22,1
107,3105,10,1,23,2
107,3105,10,1,24,1
107,3105,10,2,16,1
107,3105,10,2,17,3
107,3105,10,2,19,6
107,3105,10,2,20,2
107,3105,10,2,21,3
107,3105,10,2,22,1
107,3105,10,2,24,1
107,3105,10,2,25,1
107,3105,11,2,23,1
107,3105,12,1,18,1
107,3105,13,1,14,1
107,3105,13,1,15,2
107,3105,13,1,16,2
107,3105,13,1,17,2
107,3105,13,1,18,10
107,3105,13,1,19,11
107,3105,13,1,20,11
107,3105,13,1,21,12
107,3105,13,1,22,8
107,3105,13,1,23,6
107,3105,13,1,24,6
107,3105,13,2,13,1
107,3105,13,2,15,1
107,3105,13,2,16,3
107,3105,13,2,17,6
107,3105,13,2,18,5
107,3105,13,2,19,7
107,3105,13,2,20,4
107,3105,13,2,21,6
107,3105,13,2,22,1
107,3105,13,2,23,5
107,3105,13,2,24,3
107,3105,14,1,20,1
107,3105,14,2,19,1
107,3105,15,1,20,1
107,3105,16,2,21,1
107,3105,17,1,19,1
107,3105,17,2,14,1
107,3105,17,2,20,1
107,3105,18,1,17,1
107,3105,18,1,18,1
107,3105,18,1,19,1
107,3105,18,2,13,1
107,3105,18,2,17,1
107,3105,18,2,23,1
107,3105,19,2,14,1
107,3105,19,2,15,3
107,3105,19,2,16,7
107,3105,19,2,17,5
107,3105,19,2,18,7
107,3105,19,2,19,9
107,3105,19,2,20,3
107,3105,19,2,21,1
107,3105,19,2,22,4
107,3105,20,2,13,2
107,3105,20,2,15,1
107,3105,20,2,16,1
107,3105,20,2,17,1
107,3105,20,2,18,3
107,3105,20,2,23,1
107,3105,20,2,25,1
107,3105,21,2,18,1
107,3105,21,2,19,1
107,3105,21,2,20,1
107,3105,22,2,17,3
107,3105,22,2,18,1
107,3105,22,2,22,1
107,3105,22,2,23,1
107,3105,23,1,17,1
107,3105,23,1,19,4
107,3105,23,1,20,2
107,3105,23,1,21,3
107,3105,23,1,22,2
107,3105,23,1,23,2
