year,county,cause,sex,age_code,N
107,101,1,1,16,1
107,101,1,1,18,1
107,101,1,1,19,3
107,101,1,1,20,1
107,101,1,1,21,1
107,101,1,1,24,1
107,101,1,2,21,1
107,101,1,2,24,1
107,101,2,1,20,1
107,101,3,2,22,1
107,101,4,1,18,5
107,101,4,1,22,1
107,101,4,1,23,1
107,101,5,1,14,1
107,101,5,1,16,1
107,101,5,1,18,1
107,101,5,1,19,3
107,101,5,1,20,1
107,101,5,1,21,2
107,101,5,1,22,1
107,101,5,1,23,3
107,101,5,1,24,1
107,101,5,2,14,1
107,101,5,2,15,1
107,101,5,2,17,1
107,101,5,2,18,1
107,101,5,2,19,1
107,101,5,2,20,1
107,101,5,2,21,5
107,101,5,2,22,1
107,101,5,2,23,1
107,101,5,2,25,1
107,101,6,1,19,1
107,101,6,2,18,1
107,101,7,1,13,1
107,101,7,1,15,1
107,101,7,1,16,2
107,101,7,1,17,2
107,101,7,1,18,3
107,101,7,1,19,3
107,101,7,1,20,2
107,101,7,1,21,5
107,101,7,1,22,3
107,101,7,1,23,4
107,101,7,1,24,5
107,101,7,2,14,1
107,101,7,2,15,1
107,101,7,2,17,3
107,101,7,2,18,2
107,101,7,2,19,7
107,101,7,2,20,2
107,101,7,2,21,5
107,101,7,2,22,3
107,101,7,2,23,2
107,101,7,2,24,6
107,101,7,2,25,1
107,101,8,1,14,1
107,101,8,1,15,2
107,101,8,1,16,2
107,101,8,1,17,4
107,101,8,1,18,7
107,101,8,1,19,2
107,101,8,1,20,8
107,101,8,1,21,7
107,101,8,1,22,6
107,101,8,1,23,2
107,101,8,2,18,2
107,101,8,2,19,1
107,101,8,2,20,1
107,101,8,2,21,4
107,101,8,2,22,2
107,101,8,2,23,3
107,101,8,2,24,1
107,101,9,2,23,3
107,101,9,2,24,1
107,101,10,1,15,2
107,101,10,1,16,1
107,101,10,1,17,1
107,101,10,1,22,1
107,101,10,1,24,1
107,101,10,1,25,1
107,101,10,2,18,1
107,101,10,2,21,4
107,101,10,2,22,3
107,101,10,2,23,2
107,101,10,2,24,2
107,101,12,1,23,1
107,101,13,1,15,1
107,101,13,1,16,2
107,101,13,1,17,5
107,101,13,1,18,4
107,101,13,1,19,11
107,101,13,1,20,8
107,101,13,1,21,4
107,101,13,1,22,10
107,101,13,1,23,5
107,101,13,1,24,2
107,101,13,1,25,1
107,101,13,2,12,1
107,101,13,2,16,2
107,101,13,2,17,1
107,101,13,2,18,3
107,101,13,2,19,4
107,101,13,2,20,7
107,101,13,2,21,6
107,101,13,2,22,6
107,101,13,2,23,3
107,101,13,2,24,3
107,101,18,2,18,1
107,101,18,2,19,1
107,101,18,2,20,2
107,101,18,2,21,2
107,101,18,2,23,1
107,101,19,2,13,1
107,101,19,2,14,2
107,101,19,2,16,6
107,101,19,2,17,4
107,101,19,2,18,5
107,101,19,2,19,3
107,101,19,2,20,2
107,101,19,2,21,2
107,101,19,2,22,1
107,101,19,2,23,1
107,101,19,2,24,1
107,101,20,2,18,1
107,101,20,2,23,1
107,101,21,2,21,2
107,101,21,2,22,1
107,101,22,2,16,1
107,101,22,2,21,1
107,101,23,1,18,2
107,101,23,1,19,1
107,101,23,1,21,2
107,101,23,1,22,4
107,101,23,1,23,7
107,101,23,1,25,1
107,101,24,1,10,1
107,101,24,1,13,1
107,101,25,1,15,1
107,101,25,1,20,1
107,101,25,1,22,2
107,101,25,1,23,1
107,101,25,1,24,1
107,101,25,2,20,2
107,101,25,2,23,1
107,101,26,1,17,1
107,101,26,1,18,1
107,101,26,1,20,2
107,101,26,1,23,1
107,101,26,1,24,1
107,101,26,1,25,1
107,101,26,2,19,1
107,101,26,2,21,1
107,101,26,2,23,1
107,101,27,1,14,1
107,101,27,1,16,1
107,101,27,2,12,1
107,101,27,2,15,1
107,101,31,1,10,1
107,101,31,1,19,1
107,101,31,1,20,2
107,101,31,1,22,1
107,101,31,1,23,2
107,101,31,1,25,1
107,101,31,2,19,1
107,101,31,2,22,1
107,101,31,2,23,1
107,101,31,2,24,2
107,101,31,2,25,1
107,101,32,1,18,1
107,101,32,1,19,1
107,101,32,1,20,1
107,101,32,1,21,1
107,101,32,1,22,2
107,101,32,2,18,1
107,101,32,2,23,1
107,101,33,1,19,1
107,101,33,1,20,1
107,101,33,1,21,2
107,101,33,1,22,3
107,101,33,1,24,1
107,101,33,1,25,1
107,101,33,2,17,2
107,101,33,2,18,2
107,101,33,2,20,2
107,101,33,2,22,1
107,101,33,2,23,3
107,101,33,2,24,2
107,102,1,1,17,1
107,102,1,1,18,3
107,102,1,1,19,2
107,102,1,1,20,3
107,102,1,1,21,2
107,102,1,2,19,2
107,102,2,1,20,1
107,102,2,2,15,1
107,102,3,1,17,1
107,102,3,1,18,1
107,102,3,1,19,2
107,102,4,1,15,1
107,102,4,1,17,1
107,102,4,1,18,3
107,102,4,1,21,1
107,102,4,1,23,1
107,102,4,2,20,1
107,102,4,2,24,1
107,102,5,1,16,1
107,102,5,1,17,1
107,102,5,1,18,3
107,102,5,1,19,3
107,102,5,1,20,1
107,102,5,1,21,3
107,102,5,1,22,1
107,102,5,1,24,2
107,102,5,2,16,1
107,102,5,2,18,1
107,102,5,2,20,1
107,102,5,2,21,4
107,102,5,2,22,2
107,102,5,2,23,2
107,102,5,2,24,2
107,102,5,2,25,1
107,102,6,1,20,1
107,102,6,2,21,1
107,102,7,1,13,1
107,102,7,1,14,2
107,102,7,1,15,2
107,102,7,1,16,3
107,102,7,1,17,1
107,102,7,1,18,3
107,102,7,1,19,5
107,102,7,1,20,7
107,102,7,1,21,2
107,102,7,1,22,4
107,102,7,1,23,9
107,102,7,1,24,8
107,102,7,1,25,2
107,102,7,2,14,1
107,102,7,2,16,1
107,102,7,2,18,3
107,102,7,2,19,5
107,102,7,2,20,4
107,102,7,2,21,1
107,102,7,2,22,4
107,102,7,2,23,5
107,102,7,2,24,9
107,102,8,1,13,1
107,102,8,1,14,1
107,102,8,1,15,1
107,102,8,1,16,1
107,102,8,1,17,3
107,102,8,1,18,1
107,102,8,1,19,12
107,102,8,1,20,7
107,102,8,1,21,5
107,102,8,1,22,5
107,102,8,1,23,3
107,102,8,1,24,5
107,102,8,1,25,3
107,102,8,2,17,1
107,102,8,2,18,1
107,102,8,2,19,1
107,102,8,2,20,3
107,102,8,2,21,8
107,102,8,2,22,3
107,102,8,2,23,3
107,102,9,1,18,1
107,102,9,1,19,1
107,102,9,1,21,2
107,102,9,1,23,1
107,102,9,2,16,1
107,102,9,2,19,1
107,102,9,2,21,1
107,102,10,1,14,1
107,102,10,1,15,1
107,102,10,1,16,3
107,102,10,1,17,3
107,102,10,1,18,2
107,102,10,1,19,2
107,102,10,1,20,1
107,102,10,1,21,6
107,102,10,1,22,2
107,102,10,1,23,2
107,102,10,1,24,2
107,102,10,1,26,1
107,102,10,2,16,1
107,102,10,2,18,3
107,102,10,2,19,4
107,102,10,2,20,1
107,102,10,2,21,2
107,102,10,2,22,5
107,102,10,2,23,2
107,102,10,2,24,3
107,102,10,2,25,1
107,102,10,2,26,2
107,102,12,1,23,1
107,102,13,1,16,1
107,102,13,1,17,1
107,102,13,1,18,6
107,102,13,1,19,11
107,102,13,1,20,8
107,102,13,1,21,9
107,102,13,1,22,6
107,102,13,1,23,5
107,102,13,1,24,9
107,102,13,1,25,2
107,102,13,2,14,1
107,102,13,2,16,1
107,102,13,2,17,5
107,102,13,2,18,5
107,102,13,2,19,5
107,102,13,2,20,8
107,102,13,2,21,8
107,102,13,2,22,4
107,102,13,2,23,7
107,102,13,2,24,7
107,102,13,2,25,1
107,102,13,2,26,1
107,102,14,1,16,1
107,102,14,1,21,1
107,102,17,1,22,1
107,102,17,2,16,1
107,102,18,1,14,1
107,102,18,1,16,1
107,102,18,1,17,2
107,102,18,1,20,1
107,102,18,1,22,1
107,102,18,2,17,1
107,102,18,2,19,1
107,102,18,2,20,1
107,102,18,2,21,1
107,102,19,2,14,2
107,102,19,2,15,2
107,102,19,2,16,2
107,102,19,2,17,6
107,102,19,2,18,4
107,102,19,2,19,5
107,102,19,2,20,6
107,102,19,2,21,5
107,102,19,2,23,1
107,102,19,2,24,1
107,102,20,2,14,1
107,102,20,2,15,1
107,102,20,2,18,1
107,102,20,2,22,1
107,102,21,2,13,1
107,102,21,2,17,2
107,102,21,2,18,1
107,102,21,2,19,2
107,102,22,2,12,1
107,102,22,2,14,1
107,102,22,2,15,1
107,102,22,2,16,3
107,102,22,2,17,3
107,102,22,2,18,2
107,102,22,2,19,1
107,102,22,2,20,2
107,102,22,2,21,2
107,102,23,1,19,3
107,102,23,1,20,3
107,102,23,1,21,3
107,102,23,1,22,4
107,102,23,1,23,1
107,102,23,1,24,5
107,102,23,1,26,1
107,102,24,1,20,1
107,102,25,1,19,1
107,102,25,1,22,1
107,102,25,1,23,1
107,102,25,2,19,1
107,102,26,1,18,1
107,102,26,1,20,1
107,102,26,1,21,1
107,102,26,1,22,2
107,102,26,1,24,1
107,102,26,2,18,1
107,102,26,2,22,2
107,102,26,2,23,1
107,102,27,1,15,1
107,102,27,1,17,1
107,102,27,1,21,1
107,102,27,2,8,1
107,102,27,2,16,1
107,102,27,2,22,1
107,102,27,2,23,1
107,102,29,1,16,1
107,102,29,1,17,1
107,102,29,1,19,1
107,102,29,2,21,1
107,102,29,2,22,1
107,102,31,1,18,2
107,102,31,1,19,5
107,102,31,1,21,1
107,102,31,1,23,1
107,102,31,1,24,2
107,102,31,2,17,2
107,102,31,2,19,1
107,102,32,1,11,1
107,102,32,1,13,1
107,102,32,1,18,1
107,102,32,1,19,1
107,102,32,1,20,1
107,102,32,1,23,3
107,102,32,2,12,1
107,102,32,2,13,1
107,102,32,2,16,1
107,102,32,2,17,2
107,102,32,2,18,1
107,102,32,2,19,1
107,102,32,2,20,1
107,102,32,2,21,1
107,102,32,2,22,1
107,102,32,2,23,1
107,102,32,2,25,1
107,102,33,1,15,2
107,102,33,1,18,1
107,102,33,1,19,6
107,102,33,1,20,1
107,102,33,1,21,6
107,102,33,1,22,2
107,102,33,1,23,6
107,102,33,1,24,4
107,102,33,1,25,1
107,102,33,2,17,1
107,102,33,2,20,4
107,102,33,2,21,4
107,102,33,2,22,2
107,102,33,2,23,4
107,102,33,2,24,2
107,109,1,1,14,1
107,109,1,1,16,1
107,109,1,1,17,2
107,109,1,1,19,3
107,109,1,1,20,2
107,109,1,1,21,2
107,109,1,1,22,1
107,109,2,1,19,1
107,109,3,1,12,1
107,109,3,1,16,1
107,109,3,1,19,1
107,109,4,1,16,2
107,109,4,1,18,2
107,109,4,1,19,1
107,109,4,1,20,3
107,109,4,1,22,1
107,109,4,1,23,1
107,109,5,1,11,1
107,109,5,1,16,1
107,109,5,1,18,3
107,109,5,1,19,1
107,109,5,1,21,1
107,109,5,2,17,1
107,109,5,2,19,2
107,109,5,2,20,1
107,109,5,2,23,2
107,109,5,2,25,1
107,109,6,1,21,2
107,109,7,1,14,1
107,109,7,1,16,2
107,109,7,1,17,1
107,109,7,1,18,2
107,109,7,1,19,4
107,109,7,1,21,2
107,109,7,1,22,4
107,109,7,1,23,1
107,109,7,2,16,1
107,109,7,2,17,2
107,109,7,2,18,1
107,109,7,2,19,1
107,109,7,2,20,1
107,109,7,2,22,6
107,109,7,2,23,1
107,109,7,2,24,3
107,109,7,2,25,1
107,109,8,1,14,1
107,109,8,1,15,1
107,109,8,1,17,2
107,109,8,1,18,4
107,109,8,1,19,6
107,109,8,1,20,5
107,109,8,1,21,4
107,109,8,1,22,2
107,109,8,1,23,3
107,109,8,1,24,1
107,109,8,2,12,1
107,109,8,2,16,1
107,109,8,2,17,2
107,109,8,2,19,4
107,109,8,2,20,4
107,109,8,2,21,5
107,109,8,2,22,3
107,109,8,2,23,3
107,109,8,2,24,2
107,109,9,1,21,1
107,109,10,1,15,1
107,109,10,1,16,1
107,109,10,1,17,2
107,109,10,1,18,3
107,109,10,1,19,1
107,109,10,1,20,1
107,109,10,1,22,1
107,109,10,2,19,1
107,109,10,2,20,2
107,109,10,2,22,2
107,109,10,2,23,1
107,109,11,1,19,1
107,109,13,1,16,1
107,109,13,1,17,4
107,109,13,1,18,3
107,109,13,1,19,2
107,109,13,1,21,5
107,109,13,1,22,5
107,109,13,1,23,5
107,109,13,1,24,1
107,109,13,2,15,1
107,109,13,2,19,2
107,109,13,2,20,2
107,109,13,2,21,3
107,109,13,2,22,1
107,109,13,2,23,3
107,109,14,1,21,1
107,109,18,2,18,1
107,109,19,2,13,1
107,109,19,2,16,3
107,109,19,2,17,6
107,109,19,2,18,3
107,109,19,2,19,4
107,109,19,2,20,1
107,109,19,2,21,1
107,109,19,2,22,3
107,109,20,2,22,1
107,109,20,2,23,1
107,109,21,2,19,1
107,109,21,2,21,1
107,109,22,2,16,1
107,109,22,2,17,1
107,109,22,2,20,1
107,109,22,2,21,1
107,109,22,2,22,1
107,109,23,1,18,1
107,109,23,1,19,1
107,109,23,1,20,2
107,109,23,1,21,2
107,109,23,1,22,4
107,109,23,1,23,3
107,109,23,1,24,1
107,109,25,1,20,1
107,109,25,1,22,2
107,109,25,2,18,1
107,109,25,2,20,1
107,109,25,2,23,1
107,109,26,1,20,1
107,109,26,1,21,1
107,109,26,1,22,1
107,109,26,1,23,1
107,109,26,2,22,1
107,109,27,1,15,2
107,109,27,1,19,1
107,109,27,2,16,1
107,109,27,2,20,2
107,109,27,2,21,1
107,109,29,2,22,1
107,109,30,1,22,1
107,109,31,1,13,2
107,109,31,1,16,1
107,109,31,1,17,1
107,109,31,1,19,2
107,109,31,1,20,2
107,109,31,1,21,2
107,109,31,2,15,2
107,109,31,2,19,1
107,109,31,2,20,2
107,109,31,2,21,1
107,109,31,2,22,2
107,109,31,2,23,1
107,109,32,1,16,1
107,109,32,1,19,2
107,109,32,1,21,1
107,109,32,1,22,2
107,109,32,1,23,1
107,109,32,2,16,1
107,109,32,2,21,1
107,109,32,2,22,2
107,109,33,1,17,2
107,109,33,1,18,1
107,109,33,1,19,2
107,109,33,1,20,1
107,109,33,1,21,2
107,109,33,1,22,3
107,109,33,1,25,1
107,109,33,2,14,1
107,109,33,2,18,1
107,109,33,2,19,1
107,109,33,2,20,2
107,109,33,2,23,2
107,109,33,2,24,1
107,110,1,1,15,1
107,110,1,1,17,2
107,110,1,1,18,3
107,110,1,1,19,3
107,110,1,1,20,1
107,110,1,1,22,1
107,110,1,2,19,1
107,110,2,1,18,1
107,110,2,1,20,1
107,110,3,1,17,1
107,110,3,1,20,1
107,110,4,1,15,1
107,110,4,1,16,1
107,110,4,1,17,2
107,110,4,1,19,1
107,110,4,1,20,1
107,110,4,1,21,2
107,110,4,1,23,1
107,110,5,1,15,1
107,110,5,1,18,3
107,110,5,1,20,2
107,110,5,1,21,2
107,110,5,1,22,2
107,110,5,1,23,1
107,110,5,1,24,1
107,110,5,1,25,1
107,110,5,2,15,2
107,110,5,2,16,1
107,110,5,2,17,1
107,110,5,2,20,2
107,110,5,2,22,2
107,110,5,2,23,1
107,110,5,2,24,1
107,110,6,2,25,1
107,110,7,1,15,3
107,110,7,1,16,4
107,110,7,1,17,1
107,110,7,1,18,4
107,110,7,1,19,5
107,110,7,1,20,5
107,110,7,1,21,5
107,110,7,1,22,3
107,110,7,1,23,4
107,110,7,1,24,1
107,110,7,2,15,2
107,110,7,2,16,4
107,110,7,2,17,1
107,110,7,2,18,2
107,110,7,2,19,2
107,110,7,2,20,2
107,110,7,2,21,2
107,110,7,2,22,5
107,110,7,2,23,5
107,110,7,2,24,2
107,110,7,2,25,1
107,110,8,1,13,2
107,110,8,1,17,4
107,110,8,1,18,8
107,110,8,1,19,6
107,110,8,1,20,4
107,110,8,1,21,8
107,110,8,1,22,1
107,110,8,1,23,3
107,110,8,1,24,1
107,110,8,1,25,1
107,110,8,2,14,1
107,110,8,2,16,1
107,110,8,2,18,3
107,110,8,2,19,3
107,110,8,2,20,3
107,110,8,2,21,8
107,110,8,2,22,2
107,110,8,2,23,2
107,110,8,2,25,1
107,110,9,1,19,1
107,110,9,1,23,1
107,110,9,1,24,2
107,110,9,2,17,1
107,110,9,2,24,1
107,110,10,1,17,3
107,110,10,1,18,1
107,110,10,1,19,1
107,110,10,1,21,3
107,110,10,1,22,2
107,110,10,1,23,2
107,110,10,2,13,1
107,110,10,2,17,2
107,110,10,2,18,2
107,110,10,2,19,3
107,110,10,2,20,1
107,110,10,2,21,3
107,110,10,2,22,3
107,110,10,2,23,2
107,110,10,2,24,2
107,110,12,1,18,2
107,110,13,1,15,1
107,110,13,1,16,1
107,110,13,1,17,2
107,110,13,1,18,10
107,110,13,1,19,13
107,110,13,1,20,8
107,110,13,1,21,10
107,110,13,1,22,7
107,110,13,1,23,4
107,110,13,1,24,1
107,110,13,2,14,2
107,110,13,2,15,4
107,110,13,2,17,5
107,110,13,2,18,5
107,110,13,2,19,3
107,110,13,2,20,5
107,110,13,2,21,7
107,110,13,2,22,7
107,110,13,2,23,5
107,110,13,2,24,1
107,110,13,2,25,3
107,110,16,1,23,1
107,110,17,1,20,1
107,110,17,1,21,1
107,110,17,2,16,1
107,110,18,1,21,1
107,110,18,2,22,1
107,110,19,2,12,2
107,110,19,2,14,2
107,110,19,2,15,4
107,110,19,2,16,3
107,110,19,2,17,3
107,110,19,2,18,8
107,110,19,2,19,4
107,110,19,2,21,2
107,110,19,2,23,1
107,110,19,2,24,3
107,110,20,2,16,2
107,110,20,2,18,1
107,110,20,2,19,1
107,110,20,2,24,2
107,110,21,2,17,2
107,110,21,2,18,1
107,110,21,2,19,1
107,110,21,2,21,1
107,110,22,2,17,1
107,110,22,2,18,1
107,110,22,2,19,1
107,110,22,2,20,2
107,110,22,2,22,1
107,110,23,1,19,1
107,110,23,1,20,1
107,110,23,1,21,2
107,110,23,1,22,2
107,110,23,1,23,4
107,110,23,1,24,1
107,110,23,1,25,1
107,110,25,1,17,1
107,110,25,1,18,1
107,110,25,1,19,1
107,110,25,2,18,1
107,110,25,2,24,1
107,110,25,2,25,1
107,110,26,1,20,2
107,110,26,1,22,2
107,110,26,1,23,2
107,110,26,2,17,1
107,110,26,2,20,1
107,110,26,2,22,1
107,110,26,2,23,4
107,110,26,2,24,1
107,110,27,1,17,1
107,110,27,1,22,1
107,110,27,2,19,1
107,110,27,2,20,1
107,110,27,2,22,2
107,110,27,2,23,1
107,110,31,1,18,2
107,110,31,1,19,1
107,110,31,1,20,2
107,110,31,1,21,1
107,110,31,1,23,1
107,110,31,2,18,1
107,110,31,2,19,1
107,110,31,2,20,1
107,110,31,2,21,2
107,110,31,2,22,1
107,110,31,2,24,3
107,110,32,1,16,1
107,110,32,1,24,2
107,110,32,2,10,1
107,110,32,2,15,1
107,110,32,2,19,1
107,110,32,2,21,2
107,110,32,2,24,1
107,110,33,1,15,1
107,110,33,1,17,1
107,110,33,1,18,2
107,110,33,1,19,1
107,110,33,1,21,1
107,110,33,1,22,2
107,110,33,1,23,3
107,110,33,2,14,1
107,110,33,2,17,3
107,110,33,2,18,3
107,110,33,2,19,1
107,110,33,2,20,1
107,110,33,2,21,7
107,110,33,2,22,1
107,111,1,1,14,2
107,111,1,1,16,1
107,111,1,1,17,2
107,111,1,1,18,5
107,111,1,1,19,2
107,111,1,1,20,2
107,111,1,1,21,4
107,111,1,1,23,1
107,111,3,1,16,2
107,111,3,1,20,1
107,111,3,2,19,1
107,111,3,2,25,1
107,111,4,1,15,1
107,111,4,1,17,1
107,111,4,1,18,2
107,111,4,1,19,2
107,111,4,1,21,2
107,111,4,1,23,1
107,111,4,2,16,1
107,111,5,1,16,1
107,111,5,1,17,1
107,111,5,1,19,2
107,111,5,1,21,2
107,111,5,1,22,3
107,111,5,1,24,1
107,111,5,1,26,1
107,111,5,2,12,1
107,111,5,2,20,1
107,111,5,2,22,1
107,111,5,2,23,1
107,111,5,2,24,2
107,111,6,1,17,1
107,111,6,2,17,1
107,111,7,1,11,1
107,111,7,1,15,1
107,111,7,1,16,2
107,111,7,1,17,2
107,111,7,1,18,8
107,111,7,1,19,3
107,111,7,1,20,2
107,111,7,1,21,1
107,111,7,1,22,1
107,111,7,1,23,4
107,111,7,1,24,2
107,111,7,2,15,1
107,111,7,2,17,1
107,111,7,2,18,4
107,111,7,2,19,2
107,111,7,2,20,2
107,111,7,2,22,2
107,111,7,2,23,2
107,111,7,2,24,1
107,111,7,2,25,1
107,111,8,1,14,1
107,111,8,1,15,1
107,111,8,1,16,1
107,111,8,1,17,5
107,111,8,1,18,6
107,111,8,1,19,5
107,111,8,1,20,2
107,111,8,1,21,4
107,111,8,1,23,4
107,111,8,1,24,2
107,111,8,2,15,1
107,111,8,2,16,1
107,111,8,2,18,1
107,111,8,2,19,2
107,111,8,2,20,4
107,111,8,2,21,2
107,111,8,2,22,9
107,111,8,2,23,1
107,111,8,2,24,1
107,111,9,1,19,1
107,111,9,1,22,1
107,111,9,2,20,1
107,111,10,1,16,2
107,111,10,1,17,3
107,111,10,1,18,2
107,111,10,1,19,2
107,111,10,1,20,3
107,111,10,1,23,2
107,111,10,1,24,1
107,111,10,1,26,1
107,111,10,2,17,2
107,111,10,2,18,3
107,111,10,2,19,1
107,111,10,2,20,2
107,111,10,2,21,1
107,111,10,2,22,2
107,111,10,2,23,1
107,111,12,1,18,1
107,111,12,1,21,1
107,111,12,2,21,1
107,111,13,1,15,2
107,111,13,1,16,4
107,111,13,1,17,6
107,111,13,1,18,8
107,111,13,1,19,9
107,111,13,1,20,9
107,111,13,1,21,3
107,111,13,1,22,7
107,111,13,1,23,5
107,111,13,1,24,6
107,111,13,2,15,1
107,111,13,2,16,6
107,111,13,2,17,4
107,111,13,2,18,5
107,111,13,2,19,2
107,111,13,2,20,5
107,111,13,2,21,2
107,111,13,2,22,1
107,111,13,2,23,1
107,111,13,2,24,1
107,111,14,1,19,1
107,111,14,1,20,1
107,111,14,2,12,1
107,111,14,2,14,1
107,111,17,2,14,1
107,111,18,1,19,1
107,111,18,1,21,1
107,111,18,1,22,1
107,111,18,2,19,1
107,111,19,2,12,1
107,111,19,2,13,2
107,111,19,2,15,1
107,111,19,2,16,6
107,111,19,2,17,6
107,111,19,2,18,6
107,111,19,2,19,1
107,111,19,2,20,3
107,111,19,2,21,3
107,111,19,2,22,3
107,111,19,2,23,1
107,111,19,2,24,1
107,111,20,2,17,1
107,111,20,2,18,3
107,111,20,2,19,2
107,111,20,2,21,3
107,111,21,2,16,1
107,111,21,2,17,1
107,111,21,2,18,2
107,111,21,2,22,1
107,111,22,2,13,1
107,111,22,2,18,1
107,111,22,2,21,2
107,111,23,1,19,3
107,111,23,1,21,1
107,111,23,1,22,1
107,111,23,1,24,1
107,111,25,1,14,1
107,111,25,1,15,1
107,111,25,2,17,1
107,111,26,1,21,4
107,111,26,1,23,1
107,111,26,2,24,1
107,111,27,1,15,1
107,111,27,1,18,1
107,111,27,1,19,2
107,111,27,1,21,1
107,111,27,2,14,1
107,111,27,2,16,1
107,111,27,2,18,1
107,111,27,2,21,1
107,111,27,2,22,1
107,111,27,2,23,1
107,111,29,1,18,1
107,111,31,1,15,1
107,111,31,1,18,1
107,111,31,1,19,4
107,111,31,1,20,1
107,111,31,1,22,2
107,111,31,1,23,1
107,111,31,2,13,1
107,111,31,2,17,2
107,111,31,2,18,1
107,111,31,2,21,2
107,111,31,2,22,1
107,111,31,2,23,1
107,111,32,1,8,1
107,111,32,1,10,1
107,111,32,1,12,1
107,111,32,1,15,1
107,111,32,1,16,1
107,111,32,1,18,1
107,111,32,1,19,1
107,111,32,2,11,1
107,111,32,2,12,1
107,111,32,2,16,1
107,111,32,2,23,1
107,111,33,1,12,1
107,111,33,1,14,1
107,111,33,1,18,2
107,111,33,1,19,3
107,111,33,1,20,3
107,111,33,1,21,1
107,111,33,1,22,1
107,111,33,1,23,2
107,111,33,1,24,2
107,111,33,2,16,1
107,111,33,2,17,1
107,111,33,2,19,2
107,111,33,2,21,2
107,111,33,2,22,2
107,111,33,2,23,2
107,111,33,2,24,3
107,112,1,1,15,1
107,112,1,1,16,2
107,112,1,1,17,1
107,112,1,1,18,5
107,112,1,1,22,2
107,112,1,2,16,1
107,112,1,2,20,1
107,112,3,1,15,2
107,112,3,1,17,1
107,112,4,1,10,1
107,112,4,1,15,1
107,112,4,1,17,1
107,112,4,1,18,1
107,112,4,1,20,2
107,112,4,1,21,2
107,112,4,1,23,1
107,112,4,2,18,1
107,112,4,2,21,1
107,112,5,1,22,1
107,112,5,1,25,1
107,112,5,2,16,1
107,112,5,2,19,1
107,112,5,2,22,3
107,112,5,2,23,1
107,112,6,1,24,1
107,112,7,1,16,1
107,112,7,1,17,3
107,112,7,1,18,2
107,112,7,1,19,2
107,112,7,1,20,5
107,112,7,1,21,1
107,112,7,1,22,3
107,112,7,1,24,1
107,112,7,1,25,1
107,112,7,2,15,1
107,112,7,2,16,2
107,112,7,2,18,2
107,112,7,2,19,2
107,112,7,2,20,1
107,112,7,2,21,1
107,112,7,2,22,4
107,112,7,2,23,4
107,112,8,1,12,1
107,112,8,1,13,1
107,112,8,1,15,2
107,112,8,1,16,3
107,112,8,1,17,1
107,112,8,1,18,3
107,112,8,1,19,2
107,112,8,1,20,2
107,112,8,1,21,3
107,112,8,1,23,1
107,112,8,1,24,1
107,112,8,2,15,1
107,112,8,2,17,1
107,112,8,2,18,1
107,112,8,2,19,2
107,112,8,2,20,1
107,112,8,2,21,2
107,112,8,2,22,2
107,112,8,2,23,2
107,112,8,2,24,2
107,112,9,1,21,2
107,112,9,2,21,1
107,112,9,2,23,1
107,112,10,1,18,1
107,112,10,1,19,2
107,112,10,1,20,1
107,112,10,1,22,1
107,112,10,1,23,4
107,112,10,2,19,2
107,112,10,2,21,2
107,112,10,2,23,1
107,112,12,1,16,1
107,112,13,1,14,2
107,112,13,1,15,1
107,112,13,1,16,3
107,112,13,1,17,3
107,112,13,1,18,2
107,112,13,1,19,2
107,112,13,1,20,4
107,112,13,1,21,7
107,112,13,1,22,5
107,112,13,1,23,3
107,112,13,1,24,5
107,112,13,1,25,1
107,112,13,2,13,1
107,112,13,2,16,2
107,112,13,2,17,1
107,112,13,2,18,2
107,112,13,2,19,5
107,112,13,2,20,3
107,112,13,2,21,3
107,112,13,2,22,4
107,112,13,2,23,3
107,112,13,2,24,1
107,112,15,1,18,1
107,112,15,1,19,1
107,112,15,1,22,1
107,112,18,1,5,1
107,112,18,1,21,1
107,112,19,2,11,1
107,112,19,2,15,1
107,112,19,2,16,1
107,112,19,2,18,3
107,112,19,2,19,5
107,112,19,2,21,3
107,112,20,2,12,1
107,112,20,2,13,1
107,112,20,2,14,1
107,112,20,2,20,1
107,112,20,2,22,1
107,112,20,2,23,2
107,112,21,2,17,1
107,112,21,2,19,1
107,112,21,2,21,1
107,112,21,2,23,1
107,112,21,2,25,1
107,112,22,2,15,3
107,112,22,2,16,2
107,112,22,2,19,1
107,112,23,1,20,1
107,112,23,1,21,1
107,112,23,1,23,2
107,112,23,1,24,1
107,112,24,1,23,1
107,112,25,1,15,1
107,112,25,1,20,1
107,112,25,1,22,1
107,112,25,1,23,1
107,112,25,2,19,1
107,112,26,1,22,1
107,112,26,1,23,2
107,112,26,2,22,1
107,112,26,2,24,1
107,112,27,1,17,1
107,112,27,2,14,1
107,112,27,2,19,1
107,112,27,2,22,1
107,112,28,2,15,1
107,112,29,2,19,1
107,112,31,1,20,1
107,112,31,1,22,2
107,112,31,1,23,1
107,112,31,2,21,1
107,112,31,2,22,2
107,112,31,2,24,1
107,112,32,1,19,1
107,112,32,1,20,1
107,112,32,1,22,1
107,112,32,2,14,1
107,112,32,2,23,1
107,112,33,1,17,1
107,112,33,1,18,1
107,112,33,1,19,1
107,112,33,1,20,1
107,112,33,1,21,4
107,112,33,1,22,1
107,112,33,1,23,1
107,112,33,1,24,2
